colour	x	y	clickSelects	showSelected1	fill
#00B0F6	-0.195346229648581	0.40816186276848	10	238	#00B0F6
#619CFF	-0.377084930376168	-0.60033144058904	11	238	#619CFF
#B983FF	0.199221055593532	0.599138619475961	12	238	#B983FF
#E76BF3	0.64449871132377	-0.157476517002731	13	238	#E76BF3
#FD61D1	0.812139932553578	0.405568806342967	14	238	#FD61D1
#FF67A4	0.0558478363348439	0.534218690185854	15	238	#FF67A4
#F8766D	-0.890426568871957	-0.15997848654107	1	239	#F8766D
#E58700	0.476653403587912	-0.766853705677173	2	239	#E58700
#C99800	-0.39569520620198	0.582971007692886	3	239	#C99800
#A3A500	0.568930360917549	-0.439726354142924	4	239	#A3A500
#6BB100	0.650749676017315	-0.397906637394275	5	239	#6BB100
#00BA38	0.50721980093246	0.455806006791599	6	239	#00BA38
#00BF7D	-0.422424061110935	0.819442925806556	7	239	#00BF7D
#00C0AF	0.190508336264171	-0.544294369945776	8	239	#00C0AF
#00BCD8	0.15971481756607	0.206916126937745	9	239	#00BCD8
#00B0F6	-0.184077528385762	0.35282596175236	10	239	#00B0F6
#619CFF	-0.403560149381876	-0.60177930830231	11	239	#619CFF
#B983FF	0.199309601105012	0.530115767506612	12	239	#B983FF
#E76BF3	0.718764784997429	-0.173682647172005	13	239	#E76BF3
#FD61D1	0.846929643891439	0.407508615792093	14	239	#FD61D1
#FF67A4	0.123127934386978	0.556885313303766	15	239	#FF67A4
#F8766D	-0.917076666102263	-0.160961098962669	1	240	#F8766D
#E58700	0.376438709521101	-0.759896729171866	2	240	#E58700
#C99800	-0.416435852278627	0.584868474485532	3	240	#C99800
#A3A500	0.599920003690576	-0.518582871700305	4	240	#A3A500
#6BB100	0.581313934691967	-0.432249101616714	5	240	#6BB100
#00BA38	0.53063482669303	0.475791414825911	6	240	#00BA38
#00BF7D	-0.441403892391852	0.732531159304112	7	240	#00BF7D
#00C0AF	0.209405598993469	-0.561084616944343	8	240	#00C0AF
#00BCD8	0.153251967578	0.239268783361963	9	240	#00BCD8
#00B0F6	-0.192825495203351	0.335777987256709	10	240	#00B0F6
#619CFF	-0.348144455981805	-0.534513023794773	11	240	#619CFF
#B983FF	0.276544822050163	0.535922008898302	12	240	#B983FF
#E76BF3	0.756787514096799	-0.212744930406103	13	240	#E76BF3
#FD61D1	0.891568281459877	0.273807692033606	14	240	#FD61D1
#FF67A4	0.15093076931631	0.582906854345892	15	240	#FF67A4
#F8766D	-0.867731940667573	-0.181716892009933	1	241	#F8766D
#E58700	0.291949304316042	-0.711566116666138	2	241	#E58700
#C99800	-0.499255603311273	0.680203913541452	3	241	#C99800
#A3A500	0.650536261426149	-0.466131951296193	4	241	#A3A500
#6BB100	0.6114898438321	-0.5384021997958	5	241	#6BB100
#00BA38	0.474839325017702	0.53755931840639	6	241	#00BA38
#00BF7D	-0.432480965486019	0.770997648375478	7	241	#00BF7D
#00C0AF	0.261643644532188	-0.553575896661919	8	241	#00C0AF
#00BCD8	0.235445618541458	0.285267140672299	9	241	#00BCD8
#00B0F6	-0.245354017738118	0.384490458612843	10	241	#00B0F6
#619CFF	-0.327141166082859	-0.527312712682592	11	241	#619CFF
#B983FF	0.256717180706422	0.525489252497104	12	241	#B983FF
#E76BF3	0.674973396920021	-0.207415606133123	13	241	#E76BF3
#FD61D1	0.905496988751539	0.269939772553028	14	241	#FD61D1
#FF67A4	0.115771280916525	0.566572781028092	15	241	#FF67A4
#F8766D	-0.935379850286457	-0.207845168586312	1	242	#F8766D
#E58700	0.3385054807957	-0.727472605883258	2	242	#E58700
#C99800	-0.446011664354642	0.679158143827132	3	242	#C99800
#A3A500	0.677743664563481	-0.472933729637485	4	242	#A3A500
#6BB100	0.592803250606734	-0.568424127645899	5	242	#6BB100
#00BA38	0.494353832428226	0.582553521603748	6	242	#00BA38
#00BF7D	-0.409916690879112	0.806138558018087	7	242	#00BF7D
#00C0AF	0.270872975649844	-0.506911987276222	8	242	#00C0AF
#00BCD8	0.155041963682273	0.300400998912488	9	242	#00BCD8
#00B0F6	-0.102968678498004	0.434298227121123	10	242	#00B0F6
#619CFF	-0.393323073755406	-0.524006720522626	11	242	#619CFF
#B983FF	0.289402971669108	0.546825226731523	12	242	#B983FF
#E76BF3	0.710454115920796	-0.185231398097843	13	242	#E76BF3
#FD61D1	0.948924327724649	0.311496220768556	14	242	#FD61D1
#FF67A4	0.120778338756589	0.636237328342415	15	242	#FF67A4
#F8766D	-0.874571500175602	-0.225751149596136	1	243	#F8766D
#E58700	0.329414040577423	-0.716547009233964	2	243	#E58700
#C99800	-0.425401121227873	0.594756123053103	3	243	#C99800
#A3A500	0.675923904897161	-0.461453115502427	4	243	#A3A500
#6BB100	0.510863575011542	-0.523303270864602	5	243	#6BB100
#00BA38	0.530740896489419	0.53503249843039	6	243	#00BA38
#00BF7D	-0.428137415435445	0.748335387880109	7	243	#00BF7D
#00C0AF	0.206485692061615	-0.497440617249079	8	243	#00C0AF
#00BCD8	0.0277330386355311	0.248045328591138	9	243	#00BCD8
#00B0F6	-0.186875286719064	0.36594927895414	10	243	#00B0F6
#619CFF	-0.390012809317682	-0.52637757112038	11	243	#619CFF
#B983FF	0.26514560110747	0.458312081508396	12	243	#B983FF
#E76BF3	0.845171939474544	-0.213288789065903	13	243	#E76BF3
#FD61D1	0.917661171923158	0.280681664690166	14	243	#FD61D1
#FF67A4	0.0937323997963463	0.645035059710601	15	243	#FF67A4
#F8766D	-0.774978502308501	-0.214170959339009	1	244	#F8766D
#E58700	0.271737257250231	-0.673096535083612	2	244	#E58700
#C99800	-0.395488527544528	0.532913297533837	3	244	#C99800
#A3A500	0.686044080172709	-0.446650135991507	4	244	#A3A500
#6BB100	0.521733548585682	-0.462496797038473	5	244	#6BB100
#00BA38	0.558310697959301	0.533313186074188	6	244	#00BA38
#00BF7D	-0.390896500275167	0.791958508686269	7	244	#00BF7D
#00C0AF	0.169421250025738	-0.513010467270013	8	244	#00C0AF
#00BCD8	0.090460924799272	0.284686030028984	9	244	#00BCD8
#00B0F6	-0.182104908770435	0.35787019745733	10	244	#00B0F6
#619CFF	-0.331172152926184	-0.569394621289149	11	244	#619CFF
#B983FF	0.245410479114273	0.437968598618722	12	244	#B983FF
#E76BF3	0.883716144866992	-0.172859528530502	13	244	#E76BF3
#FD61D1	0.955520792542746	0.242031252596462	14	244	#FD61D1
#FF67A4	0.155622540649281	0.674804559066865	15	244	#FF67A4
#F8766D	-0.745662649386042	-0.19937391498331	1	245	#F8766D
#E58700	0.293594159521763	-0.668423822829274	2	245	#E58700
#C99800	-0.312591834071066	0.482847009291076	3	245	#C99800
#A3A500	0.711867932842398	-0.459362367829717	4	245	#A3A500
#6BB100	0.595358512347445	-0.516286879093594	5	245	#6BB100
#00BA38	0.520128179016281	0.51430939075668	6	245	#00BA38
#00BF7D	-0.392470660450774	0.871788347561772	7	245	#00BF7D
#00C0AF	0.143202185922575	-0.57735957977311	8	245	#00C0AF
#00BCD8	0.0671430242500906	0.183576246819496	9	245	#00BCD8
#00B0F6	-0.235886185774737	0.331449278693747	10	245	#00B0F6
#619CFF	-0.320570643344808	-0.530059281271155	11	245	#619CFF
#B983FF	0.244036446221899	0.415774973561004	12	245	#B983FF
#E76BF3	0.896430369302112	-0.210423404813979	13	245	#E76BF3
#FD61D1	0.882412946679631	0.299668256214409	14	245	#FD61D1
#FF67A4	0.175350300729263	0.659817543766981	15	245	#FF67A4
#F8766D	-0.676442311445395	-0.178331045193205	1	246	#F8766D
#E58700	0.236402834252765	-0.733512427696198	2	246	#E58700
#C99800	-0.327971041048858	0.580695266485058	3	246	#C99800
#A3A500	0.698115383492704	-0.51322343234955	4	246	#A3A500
#6BB100	0.611938212823445	-0.419224085896524	5	246	#6BB100
#00BA38	0.511348725198531	0.568704884429104	6	246	#00BA38
#00BF7D	-0.44817411586793	0.871412319521436	7	246	#00BF7D
#00C0AF	0.170067499338537	-0.517349785015523	8	246	#00C0AF
#00BCD8	0.0340353132197193	0.16405014262299	9	246	#00BCD8
#00B0F6	-0.322576389045231	0.244733372340641	10	246	#00B0F6
#619CFF	-0.286659290485511	-0.416546709816426	11	246	#619CFF
#B983FF	0.222664500367873	0.472276133694411	12	246	#B983FF
#E76BF3	0.817480958989493	-0.265476010044314	13	246	#E76BF3
#FD61D1	0.829382409056996	0.350499352168026	14	246	#FD61D1
#FF67A4	0.202085221544121	0.680494429525453	15	246	#FF67A4
#F8766D	-0.692436446460333	-0.0918944828478303	1	247	#F8766D
#E58700	0.249353621140724	-0.810427343014897	2	247	#E58700
#C99800	-0.3294048466535	0.547799942459795	3	247	#C99800
#A3A500	0.691176845804668	-0.587238807251816	4	247	#A3A500
#6BB100	0.588747381048296	-0.310299565576561	5	247	#6BB100
#00BA38	0.442012520700153	0.67521124804872	6	247	#00BA38
#00BF7D	-0.383742647078214	0.886950795991862	7	247	#00BF7D
#00C0AF	0.167870092619073	-0.36960275602383	8	247	#00C0AF
#00BCD8	-0.0237546772452925	0.240590949541139	9	247	#00BCD8
#00B0F6	-0.253824481113678	0.194827767928799	10	247	#00B0F6
#619CFF	-0.329582998186724	-0.465963884697552	11	247	#619CFF
#B983FF	0.26534141924407	0.467929227046019	12	247	#B983FF
#E76BF3	0.860966832079664	-0.202048202830379	13	247	#E76BF3
#FD61D1	0.838548480974898	0.475753412975181	14	247	#FD61D1
#FF67A4	0.119532985362156	0.661580276764644	15	247	#FF67A4
#F8766D	-0.755006280793866	-0.100717697833549	1	248	#F8766D
#E58700	0.219887600478098	-0.844570214159629	2	248	#E58700
#C99800	-0.332415270658139	0.558400360685295	3	248	#C99800
#A3A500	0.64147594003714	-0.577994896839991	4	248	#A3A500
#6BB100	0.624005775598666	-0.274907484360429	5	248	#6BB100
#00BA38	0.407302101556337	0.624694176924923	6	248	#00BA38
#00BF7D	-0.364670536718742	0.83587807550629	7	248	#00BF7D
#00C0AF	0.201351862193311	-0.363953515344922	8	248	#00C0AF
#00BCD8	-0.0207998293032573	0.219439794162951	9	248	#00BCD8
#00B0F6	-0.171518333248699	0.317550997281304	10	248	#00B0F6
#619CFF	-0.445037045124118	-0.48048250751723	11	248	#619CFF
#B983FF	0.338247702824328	0.407484704413757	12	248	#B983FF
#E76BF3	0.837367107094493	-0.234688063463723	13	248	#E76BF3
#FD61D1	0.812768128155556	0.416141224986874	14	248	#FD61D1
#FF67A4	0.10971068241975	0.683198391211279	15	248	#FF67A4
#F8766D	-0.751064892085226	-0.0683183869133559	1	249	#F8766D
#E58700	0.236174639772911	-0.883138883790554	2	249	#E58700
#C99800	-0.365261620290856	0.512040693015522	3	249	#C99800
#A3A500	0.608055041413388	-0.455026346913173	4	249	#A3A500
#6BB100	0.66305544297507	-0.247258528886427	5	249	#6BB100
#00BA38	0.475391396675326	0.612992107376636	6	249	#00BA38
#00BF7D	-0.394471798216644	0.77506920948126	7	249	#00BF7D
#00C0AF	0.151714067408151	-0.391228122102161	8	249	#00C0AF
#00BCD8	-0.0443583246587578	0.206371993085514	9	249	#00BCD8
#00B0F6	-0.17774049370096	0.244060604262687	10	249	#00B0F6
#619CFF	-0.466024931308226	-0.472640154436878	11	249	#619CFF
#B983FF	0.387027710862028	0.441621222868461	12	249	#B983FF
#E76BF3	0.714273265108919	-0.229589718686479	13	249	#E76BF3
#FD61D1	0.762168506111557	0.374711493444147	14	249	#FD61D1
#FF67A4	0.110667218303084	0.753106161750267	15	249	#FF67A4
#F8766D	-0.788099660638512	-0.11011683975799	1	250	#F8766D
#E58700	0.310664132269374	-0.899587935725551	2	250	#E58700
#C99800	-0.29987486206795	0.507589261353121	3	250	#C99800
#A3A500	0.56793632513945	-0.443575097430787	4	250	#A3A500
#6BB100	0.638497746469202	-0.241687833307065	5	250	#6BB100
#00BA38	0.533527643150691	0.618725795958084	6	250	#00BA38
#00BF7D	-0.36114165793437	0.715048462114463	7	250	#00BF7D
#00C0AF	0.116808718721592	-0.452134708575379	8	250	#00C0AF
#00BCD8	-0.0242905049968388	0.163620609930126	9	250	#00BCD8
#00B0F6	-0.208558506649844	0.297135712462709	10	250	#00B0F6
#619CFF	-0.459878845387284	-0.522529883724072	11	250	#619CFF
#B983FF	0.435846410254468	0.549116449691903	12	250	#B983FF
#E76BF3	0.723416590685084	-0.235427676072579	13	250	#E76BF3
#FD61D1	0.724145086501701	0.413032262954229	14	250	#FD61D1
#FF67A4	0.156763407719661	0.720178476353753	15	250	#FF67A4
#F8766D	-0.709531755095976	-0.14484619125243	1	251	#F8766D
#E58700	0.288743195988042	-0.86592244306355	2	251	#E58700
#C99800	-0.257492115436328	0.443103294406573	3	251	#C99800
#A3A500	0.494890907407875	-0.403671902817496	4	251	#A3A500
#6BB100	0.683815523179058	-0.291312361179179	5	251	#6BB100
#00BA38	0.519276299567521	0.591880780153834	6	251	#00BA38
#00BF7D	-0.396632759405931	0.733784760192795	7	251	#00BF7D
#00C0AF	0.0630298148001502	-0.448333405786144	8	251	#00C0AF
#00BCD8	0.0672309536125371	0.188517363457835	9	251	#00BCD8
#00B0F6	-0.207144581532749	0.271872466320881	10	251	#00B0F6
#619CFF	-0.470683837890685	-0.494224261819945	11	251	#619CFF
#B983FF	0.394354602460277	0.605485911801796	12	251	#B983FF
#E76BF3	0.802942096975236	-0.279160352085619	13	251	#E76BF3
#FD61D1	0.724075959722915	0.401250414530987	14	251	#FD61D1
#FF67A4	0.0890424187955868	0.747094203749615	15	251	#FF67A4
#F8766D	-0.631227461437902	-0.167767986111769	1	252	#F8766D
#E58700	0.254820659708958	-0.857879895368458	2	252	#E58700
#C99800	-0.158990804330905	0.454479747812703	3	252	#C99800
#A3A500	0.502197720740751	-0.38457581659466	4	252	#A3A500
#6BB100	0.71717696981154	-0.299264424590177	5	252	#6BB100
#00BA38	0.526082643866177	0.619262708285314	6	252	#00BA38
#00BF7D	-0.476852871490303	0.778147978022211	7	252	#00BF7D
#00C0AF	0.129140809548824	-0.560490987817876	8	252	#00C0AF
#00BCD8	0.0492297313631556	0.182314657174518	9	252	#00BCD8
#00B0F6	-0.206059128445332	0.280084948909613	10	252	#00B0F6
#619CFF	-0.45140533519829	-0.500856962380015	11	252	#619CFF
#B983FF	0.46815762674034	0.636294043414391	12	252	#B983FF
#E76BF3	0.821399071481905	-0.196497861647257	13	252	#E76BF3
#FD61D1	0.686162639992492	0.367886329409591	14	252	#FD61D1
#FF67A4	0.196824883026697	0.729407350700077	15	252	#FF67A4
#F8766D	-0.688698298151167	-0.181527534925893	1	253	#F8766D
#E58700	0.221361332368102	-0.751034455597675	2	253	#E58700
#C99800	-0.229313761603291	0.437189489982158	3	253	#C99800
#A3A500	0.543900294845306	-0.338627309956542	4	253	#A3A500
#6BB100	0.63175927534203	-0.360236380218111	5	253	#6BB100
#00BA38	0.431159642884562	0.714761939574571	6	253	#00BA38
#00BF7D	-0.422568561069577	0.823387293591064	7	253	#00BF7D
#00C0AF	0.0323923482523148	-0.635281110336112	8	253	#00C0AF
#00BCD8	0.0488923058477655	0.228119983394002	9	253	#00BCD8
#00B0F6	-0.158754052212562	0.227542024932958	10	253	#00B0F6
#619CFF	-0.499941518550763	-0.4909015596487	11	253	#619CFF
#B983FF	0.453102508930753	0.632905318478252	12	253	#B983FF
#E76BF3	0.824864295002811	-0.155921632158724	13	253	#E76BF3
#FD61D1	0.67101702899218	0.385329816165024	14	253	#FD61D1
#FF67A4	0.249020807039678	0.760506076683135	15	253	#FF67A4
#F8766D	-0.638677016069431	-0.214121102461742	1	254	#F8766D
#E58700	0.223386935074555	-0.749833181677891	2	254	#E58700
#C99800	-0.239693634539937	0.401955893019258	3	254	#C99800
#A3A500	0.528529198616035	-0.258533618977683	4	254	#A3A500
#6BB100	0.781421135858133	-0.383601938753571	5	254	#6BB100
#00BA38	0.431069556121435	0.66065668451214	6	254	#00BA38
#00BF7D	-0.409222796512473	0.849870364438615	7	254	#00BF7D
#00C0AF	0.122693508713291	-0.576179292159221	8	254	#00C0AF
#00BCD8	-0.0189838124017437	0.188064309818441	9	254	#00BCD8
#00B0F6	-0.24276147283405	0.211681062606678	10	254	#00B0F6
#619CFF	-0.471939422367698	-0.410436994419009	11	254	#619CFF
#B983FF	0.434684469480947	0.647741851247492	12	254	#B983FF
#E76BF3	0.800443828087406	-0.171057124716256	13	254	#E76BF3
#FD61D1	0.71399196858826	0.304025050423137	14	254	#FD61D1
#FF67A4	0.240009626950573	0.820463579949119	15	254	#FF67A4
#F8766D	-0.654459792621815	-0.216751257104088	1	255	#F8766D
#E58700	0.219336757346533	-0.664393327207207	2	255	#E58700
#C99800	-0.263134027072748	0.467043596812269	3	255	#C99800
#A3A500	0.526930736860644	-0.304881803442158	4	255	#A3A500
#6BB100	0.704683771478748	-0.334476797819326	5	255	#6BB100
#00BA38	0.417964863426033	0.565202885996721	6	255	#00BA38
#00BF7D	-0.387775681138631	0.824013984061418	7	255	#00BF7D
#00C0AF	0.150360609329539	-0.531540292131312	8	255	#00C0AF
#00BCD8	-0.0990635245495242	0.150349975933307	9	255	#00BCD8
#00B0F6	-0.182653011443705	0.180544778990015	10	255	#00B0F6
#619CFF	-0.467097291355718	-0.41377213903133	11	255	#619CFF
#B983FF	0.467289113580672	0.706504891488143	12	255	#B983FF
#E76BF3	0.733720873571668	-0.137881585511013	13	255	#E76BF3
#FD61D1	0.734621207322985	0.202298181515728	14	255	#FD61D1
#FF67A4	0.299059880679523	0.830763458511895	15	255	#FF67A4
#F8766D	-0.626884178288109	-0.258678209739444	1	256	#F8766D
#E58700	0.19096155636914	-0.724305564871654	2	256	#E58700
#C99800	-0.263229718939403	0.600328604506247	3	256	#C99800
#A3A500	0.533977369393651	-0.321690690787039	4	256	#A3A500
#6BB100	0.740516990617199	-0.304643224742957	5	256	#6BB100
#00BA38	0.333112266990724	0.503625951685049	6	256	#00BA38
#00BF7D	-0.35547826156595	0.800004614637568	7	256	#00BF7D
#00C0AF	0.176567486829691	-0.527840116954374	8	256	#00C0AF
#00BCD8	-0.0886264246758862	0.0839137918064031	9	256	#00BCD8
#00B0F6	-0.229599871401925	0.123788135824261	10	256	#00B0F6
#619CFF	-0.410058710438407	-0.416597230206328	11	256	#619CFF
#B983FF	0.473534196371755	0.817029256123857	12	256	#B983FF
#E76BF3	0.727720776687767	-0.143046346440038	13	256	#E76BF3
#FD61D1	0.667482133321103	0.0803079856524312	14	256	#FD61D1
#FF67A4	0.298510725017294	0.824375330083338	15	256	#FF67A4
#F8766D	-0.631803654072169	-0.236930775155074	1	257	#F8766D
#E58700	0.292529640292116	-0.634504717877124	2	257	#E58700
#C99800	-0.216024100551755	0.487114207538034	3	257	#C99800
#A3A500	0.467934386935983	-0.296146552161296	4	257	#A3A500
#6BB100	0.786742865700056	-0.334786606421757	5	257	#6BB100
#00BA38	0.351047859478738	0.5486638362592	6	257	#00BA38
#00BF7D	-0.458417278042867	0.832573755620959	7	257	#00BF7D
#00C0AF	0.199305721583966	-0.500346455476892	8	257	#00C0AF
#00BCD8	-0.0301310141610813	0.121901928934142	9	257	#00BCD8
#00B0F6	-0.315847029245006	0.0561229282749886	10	257	#00B0F6
#619CFF	-0.506362338897578	-0.559995526937799	11	257	#619CFF
#B983FF	0.424332667924851	0.803757130911802	12	257	#B983FF
#E76BF3	0.722953189946398	-0.123318407485917	13	257	#E76BF3
#FD61D1	0.71493885012075	0.0791084082100611	14	257	#FD61D1
#FF67A4	0.323599280229532	0.813895936657361	15	257	#FF67A4
#F8766D	-0.610401834699308	-0.189933681512001	1	258	#F8766D
#E58700	0.232559189557725	-0.613497424960757	2	258	#E58700
#C99800	-0.192066005045148	0.573857708047797	3	258	#C99800
#A3A500	0.469713196409585	-0.362913710576726	4	258	#A3A500
#6BB100	0.750344878396405	-0.392838826526808	5	258	#6BB100
#00BA38	0.328416359248624	0.590050525297008	6	258	#00BA38
#00BF7D	-0.450532250306419	0.861218245132398	7	258	#00BF7D
#00C0AF	0.260631553445495	-0.541613349628255	8	258	#00C0AF
#00BCD8	-0.0948214583979041	0.10095147822919	9	258	#00BCD8
#00B0F6	-0.357512818436579	0.115707947397997	10	258	#00B0F6
#619CFF	-0.503927091521164	-0.483429467640273	11	258	#619CFF
#B983FF	0.473936177456226	0.829008454331912	12	258	#B983FF
#E76BF3	0.656592015455366	-0.141903195086204	13	258	#E76BF3
#FD61D1	0.700196008485289	0.0340989260351035	14	258	#FD61D1
#FF67A4	0.371240852775455	0.773903804460669	15	258	#FF67A4
#F8766D	-0.578688927114964	-0.223030327867041	1	259	#F8766D
#E58700	0.218332311416942	-0.559224481093887	2	259	#E58700
#C99800	-0.188960300417575	0.540591945222657	3	259	#C99800
#A3A500	0.382064166720153	-0.366971538585015	4	259	#A3A500
#6BB100	0.808769266495054	-0.342584057669773	5	259	#6BB100
#00BA38	0.275881843556869	0.573882646212913	6	259	#00BA38
#00BF7D	-0.482537718444981	0.827076930986393	7	259	#00BF7D
#00C0AF	0.256258694522782	-0.522854439064615	8	259	#00C0AF
#00BCD8	-0.0510845407794785	0.0659589928682708	9	259	#00BCD8
#00B0F6	-0.341963429861652	0.222696567296147	10	259	#00B0F6
#619CFF	-0.48688819358318	-0.462095355212048	11	259	#619CFF
#B983FF	0.495519751916532	0.823212592596035	12	259	#B983FF
#E76BF3	0.634217471417685	-0.160112900380334	13	259	#E76BF3
#FD61D1	0.664750657309088	0.103982983927695	14	259	#FD61D1
#FF67A4	0.32192157337048	0.758971141906331	15	259	#FF67A4
#F8766D	-0.569774586915984	-0.127703387194473	1	260	#F8766D
#E58700	0.111584275588404	-0.566228236938276	2	260	#E58700
#C99800	-0.183820610806232	0.576150998429034	3	260	#C99800
#A3A500	0.310598982039615	-0.336351463995234	4	260	#A3A500
#6BB100	0.85053981926601	-0.362894378590845	5	260	#6BB100
#00BA38	0.273672031209272	0.631486652989599	6	260	#00BA38
#00BF7D	-0.504998178447094	0.842712071779316	7	260	#00BF7D
#00C0AF	0.290683431811267	-0.533697736954921	8	260	#00C0AF
#00BCD8	-0.0655894817154216	0.154839979344372	9	260	#00BCD8
#00B0F6	-0.357209111901457	0.171104445956039	10	260	#00B0F6
#619CFF	-0.45166751906376	-0.512938955269092	11	260	#619CFF
#B983FF	0.428141316191055	0.802354625596917	12	260	#B983FF
#E76BF3	0.543804003505266	-0.177110499239048	13	260	#E76BF3
#FD61D1	0.772620934225944	0.0768127836508719	14	260	#FD61D1
#FF67A4	0.362217563636727	0.713637833180974	15	260	#FF67A4
#F8766D	-0.508417734136808	-0.22601175463678	1	261	#F8766D
#E58700	0.0357064578841085	-0.448628985115384	2	261	#E58700
#C99800	-0.124812004762101	0.593418414482778	3	261	#C99800
#A3A500	0.296277776736361	-0.335708817526443	4	261	#A3A500
#6BB100	0.846228388197744	-0.246384756206642	5	261	#6BB100
#00BA38	0.242042808930388	0.639914574228829	6	261	#00BA38
#00BF7D	-0.500600742197607	0.861328282447937	7	261	#00BF7D
#00C0AF	0.240514601710935	-0.537966061378136	8	261	#00C0AF
#00BCD8	-0.0272885363561761	0.191497367819136	9	261	#00BCD8
#00B0F6	-0.345892106922236	0.234203961573007	10	261	#00B0F6
#619CFF	-0.434463293823337	-0.480277148360158	11	261	#619CFF
#B983FF	0.480631440045918	0.808939701110628	12	261	#B983FF
#E76BF3	0.546869359012925	-0.179058780268248	13	261	#E76BF3
#FD61D1	0.739851985338772	0.111778038135996	14	261	#FD61D1
#FF67A4	0.375005295035288	0.630942225631565	15	261	#FF67A4
#F8766D	-0.485299578250107	-0.251905516535727	1	262	#F8766D
#E58700	0.0271972860318951	-0.38299833610713	2	262	#E58700
#C99800	-0.0374072620411177	0.659017960777782	3	262	#C99800
#A3A500	0.308747426077674	-0.342856306759804	4	262	#A3A500
#6BB100	0.861397280917784	-0.225173966792717	5	262	#6BB100
#00BA38	0.261389271250486	0.620885442693194	6	262	#00BA38
#00BF7D	-0.505674676006396	0.72326839997367	7	262	#00BF7D
#00C0AF	0.318406427497816	-0.460156541130575	8	262	#00C0AF
#00BCD8	-0.0952509660304066	0.249786328619773	9	262	#00BCD8
#00B0F6	-0.419100860772437	0.183042176791306	10	262	#00B0F6
#619CFF	-0.433245179691471	-0.488464532850509	11	262	#619CFF
#B983FF	0.427011198583461	0.726106831328608	12	262	#B983FF
#E76BF3	0.598320002885374	-0.217390438764382	13	262	#E76BF3
#FD61D1	0.75805423740626	0.16694186110447	14	262	#FD61D1
#FF67A4	0.317624869687164	0.591406447154833	15	262	#FF67A4
#F8766D	-0.443667345085862	-0.243581336563962	1	263	#F8766D
#E58700	-0.0438088656857946	-0.391527856268777	2	263	#E58700
#C99800	0.0404825823703779	0.622266064309953	3	263	#C99800
#A3A500	0.347014798297281	-0.378650489477498	4	263	#A3A500
#6BB100	0.875134542612694	-0.280175858168986	5	263	#6BB100
#00BA38	0.197416086290131	0.609163432822645	6	263	#00BA38
#00BF7D	-0.505359847005187	0.653755546614966	7	263	#00BF7D
#00C0AF	0.266134487415247	-0.493842734198149	8	263	#00C0AF
#00BCD8	-0.119563628921358	0.295971792645655	9	263	#00BCD8
#00B0F6	-0.448724428321606	0.161506009826086	10	263	#00B0F6
#619CFF	-0.409605574942844	-0.544066435992022	11	263	#619CFF
#B983FF	0.436581946118375	0.738046865029836	12	263	#B983FF
#E76BF3	0.588479024655255	-0.23791818597579	13	263	#E76BF3
#FD61D1	0.773105276147316	0.0896454364466272	14	263	#FD61D1
#FF67A4	0.299499336005224	0.541567118102764	15	263	#FF67A4
#F8766D	-0.465849743589006	-0.257314491071243	1	264	#F8766D
#E58700	-0.0260614102299745	-0.491684192726423	2	264	#E58700
#C99800	0.012851626583598	0.684783611205931	3	264	#C99800
#A3A500	0.475475374559607	-0.324162640209201	4	264	#A3A500
#6BB100	0.79123881202337	-0.268676004893243	5	264	#6BB100
#00BA38	0.210967475541041	0.585429503353332	6	264	#00BA38
#00BF7D	-0.547357936540329	0.620316392937333	7	264	#00BF7D
#00C0AF	0.230092209339948	-0.47376038799988	8	264	#00C0AF
#00BCD8	-0.166014703999766	0.292821545857919	9	264	#00BCD8
#00B0F6	-0.435573789929502	0.203535128799678	10	264	#00B0F6
#619CFF	-0.374808219863489	-0.550108156632663	11	264	#619CFF
#B983FF	0.412379915719872	0.718115999485805	12	264	#B983FF
#E76BF3	0.547745949981397	-0.194640843684957	13	264	#E76BF3
#FD61D1	0.774056762663131	0.107162416020763	14	264	#FD61D1
#FF67A4	0.363477349782744	0.552578821644918	15	264	#FF67A4
#F8766D	-0.443955498419619	-0.212801816916053	1	265	#F8766D
#E58700	-0.0345514414011217	-0.525633783450903	2	265	#E58700
#C99800	0.0392747199468119	0.687538913316798	3	265	#C99800
#A3A500	0.483595624234063	-0.248196954861177	4	265	#A3A500
#6BB100	0.872572466088452	-0.280383525702453	5	265	#6BB100
#00BA38	0.25838971687972	0.619058629170603	6	265	#00BA38
#00BF7D	-0.500058698934245	0.657561667583482	7	265	#00BF7D
#00C0AF	0.233783546861548	-0.484805756930064	8	265	#00C0AF
#00BCD8	-0.197553743272762	0.235517665396504	9	265	#00BCD8
#00B0F6	-0.409176388608252	0.235859371416042	10	265	#00B0F6
#619CFF	-0.398870336299345	-0.551047056793405	11	265	#619CFF
#B983FF	0.442964730880719	0.725442261021593	12	265	#B983FF
#E76BF3	0.494128065397967	-0.192337203856424	13	265	#E76BF3
#FD61D1	0.864901029840535	0.0502239830710781	14	265	#FD61D1
#FF67A4	0.357287112633391	0.607788037260959	15	265	#FF67A4
#F8766D	-0.459095302108566	-0.22309865235107	1	266	#F8766D
#E58700	-0.0368579700525241	-0.583779432214099	2	266	#E58700
#C99800	0.072961963327796	0.698136749822695	3	266	#C99800
#A3A500	0.533449234808185	-0.273858538412516	4	266	#A3A500
